ean,descricao_normalizada,PROD,PROD_X,TIPO,MARCA,MARCA_X,EMBAL,PESO
7896063700444,ARROZ BRANCO TIPO 1 XAPURI PACOTE 5000 GRAMAS,ARROZ,BRANCO,TIPO 1,XAPURI,,PACOTE,5KG
7897355000129,ARROZ BRANCO TIPO 1 YANO PACOTE 2000 GRAMAS,ARROZ,BRANCO,TIPO 1,YANO,,PACOTE,2KG
7897355000020,ARROZ BRANCO TIPO 1 YANO PACOTE 5000 GRAMAS,ARROZ,BRANCO,TIPO 1,YANO,,PACOTE,5KG
7896183903619,ARROZ BRANCO TIPO 1 ZAELI PACOTE 1000 GRAMAS,ARROZ,BRANCO,TIPO 1,ZAELI,,PACOTE,1KG
7896183903596,ARROZ BRANCO TIPO 1 ZAELI PACOTE 5000 GRAMAS,ARROZ,BRANCO,TIPO 1,ZAELI,,PACOTE,5KG
7896183905200,ARROZ BRANCO TIPO 1 ZAELI PREMIUM QUALITY PACOTE 5000 GRAMAS,ARROZ,BRANCO,TIPO 1,ZAELI,PREMIUM QUALITY,PACOTE,5KG
7897379600152,ARROZ BRANCO TIPO 1 ZAMUNER PREMIUM PACOTE 5000 GRAMAS,ARROZ,BRANCO,TIPO 1,ZAMUNER,PREMIUM,PACOTE,5KG
7897379600176,ARROZ BRANCO TIPO 1 ZAZA PACOTE 5000 GRAMAS,ARROZ,BRANCO,TIPO 1,ZAZA,,PACOTE,5KG
7896312000011,ARROZ BRANCO TIPO 1 ZORZO PACOTE 5000 GRAMAS,ARROZ,BRANCO,TIPO 1,ZORZO,,PACOTE,5KG
7896312000189,ARROZ BRANCO TIPO 1 ZORZO PREMIUM PACOTE 2000 GRAMAS,ARROZ,BRANCO,TIPO 1,ZORZO,PREMIUM,PACOTE,2KG
7896312000028,ARROZ BRANCO TIPO 1 ZORZO TRADICIONAL PACOTE 2000 GRAMAS,ARROZ,BRANCO,TIPO 1,ZORZO,TRADICIONAL,PACOTE,2KG
7898008170022,ARROZ BRANCO TIPO 2 3 MARCOS PACOTE 5000 GRAMAS,ARROZ,BRANCO,TIPO 2,MARCOS,,PACOTE,5KG
7897136323362,ARROZ BRANCO TIPO 2 7 POVOS PACOTE 2000 GRAMAS,ARROZ,BRANCO,TIPO 2,7 POVOS,,PACOTE,2KG
7897136323232,ARROZ BRANCO TIPO 2 7 POVOS PACOTE 5000 GRAMAS,ARROZ,BRANCO,TIPO 2,7 POVOS,,PACOTE,5KG
7897607400035,ARROZ BRANCO TIPO 2 AGULHA DE OURO PACOTE 5000 GRAMAS,ARROZ,BRANCO,TIPO 2,AGULHA DE OURO,,PACOTE,5KG
7896230400047,ARROZ BRANCO TIPO 2 ALBARUSKA PACOTE 2000 GRAMAS,ARROZ,BRANCO,TIPO 2,ALBARUSKA,,PACOTE,2KG
7896230400030,ARROZ BRANCO TIPO 2 ALBARUSKA PACOTE 5000 GRAMAS,ARROZ,BRANCO,TIPO 2,ALBARUSKA,,PACOTE,5KG
7898084604107,ARROZ BRANCO TIPO 2 ALCARROZ PACOTE 5000 GRAMAS,ARROZ,BRANCO,TIPO 2,ALCARROZ,,PACOTE,5KG
7896786400119,ARROZ BRANCO TIPO 2 AUREA PACOTE 5000 GRAMAS,ARROZ,BRANCO,TIPO 2,AUREA,,PACOTE,5KG
7896800400026,ARROZ BRANCO TIPO 2 BARAO PACOTE 5000 GRAMAS,ARROZ,BRANCO,TIPO 2,BARAO,,PACOTE,5KG
7896015210359,ARROZ BRANCO TIPO 2 BLUE PATNA PACOTE 5000 GRAMAS,ARROZ,BRANCO,TIPO 2,BLUE PATNA,,PACOTE,5KG
7896466000028,ARROZ BRANCO TIPO 2 BONACHAO PACOTE 5000 GRAMAS,ARROZ,BRANCO,TIPO 2,BONACHAO,,PACOTE,5KG
7897562100278,ARROZ BRANCO TIPO 2 BRASILEIRO PACOTE 5000 GRAMAS,ARROZ,BRANCO,TIPO 2,BRASILEIRO,,PACOTE,5KG
7896079452252,ARROZ BRANCO TIPO 2 BUTUI PACOTE 5000 GRAMAS,ARROZ,BRANCO,TIPO 2,BUTUI,,PACOTE,5KG
47896006712310,ARROZ BRANCO TIPO 2 CAMIL FARDO 10 X 1000 GRAMAS,ARROZ,BRANCO,TIPO 2,CAMIL,,FARDO,1KG
17896006712258,ARROZ BRANCO TIPO 2 CAMIL FARDO 6 X 5000 GRAMAS,ARROZ,BRANCO,TIPO 2,CAMIL,,FARDO,5KG
7896006712114,ARROZ BRANCO TIPO 2 CAMIL PACOTE 1000 GRAMAS,ARROZ,BRANCO,TIPO 2,CAMIL,,PACOTE,1KG
7896006712121,ARROZ BRANCO TIPO 2 CAMIL PACOTE 2000 GRAMAS,ARROZ,BRANCO,TIPO 2,CAMIL,,PACOTE,2KG
7896006712152,ARROZ BRANCO TIPO 2 CAMIL PACOTE 5000 GRAMAS,ARROZ,BRANCO,TIPO 2,CAMIL,,PACOTE,5KG
7896938000020,ARROZ BRANCO TIPO 2 CAMILINHA PACOTE 5000 GRAMAS,ARROZ,BRANCO,TIPO 2,CAMILINHA,,PACOTE,5KG
7896700711116,ARROZ BRANCO TIPO 2 CAMPEAO DO SUL PACOTE 5000 GRAMAS,ARROZ,BRANCO,TIPO 2,CAMPEAO DO SUL,,PACOTE,5KG
7896397900220,ARROZ BRANCO TIPO 2 CASTELAO PACOTE 5000 GRAMAS,ARROZ,BRANCO,TIPO 2,CASTELAO,,PACOTE,5KG
7897066111480,ARROZ BRANCO TIPO 2 CEDE PACOTE 5000 GRAMAS,ARROZ,BRANCO,TIPO 2,CEDE,,PACOTE,5KG
7896063700550,ARROZ BRANCO TIPO 2 CHAVES PACOTE 5000 GRAMAS,ARROZ,BRANCO,TIPO 2,CHAVES,,PACOTE,5KG
7896353200043,ARROZ BRANCO TIPO 2 CHIC PACOTE 5000 GRAMAS,ARROZ,BRANCO,TIPO 2,CHIC,,PACOTE,5KG
7896187901024,ARROZ BRANCO TIPO 2 CIAGRO PACOTE 5000 GRAMAS,ARROZ,BRANCO,TIPO 2,CIAGRO,,PACOTE,5KG
7897105503436,ARROZ BRANCO TIPO 2 CODIL PACOTE 5000 GRAMAS,ARROZ,BRANCO,TIPO 2,CODIL,,PACOTE,5KG
7896337600128,ARROZ BRANCO TIPO 2 COMETA PACOTE 5000 GRAMAS,ARROZ,BRANCO,TIPO 2,COMETA,,PACOTE,5KG
7896658400025,ARROZ BRANCO TIPO 2 COOP PLUS PACOTE 5000 GRAMAS,ARROZ,BRANCO,TIPO 2,COOP,PLUS,PACOTE,5KG
7896326000632,ARROZ BRANCO TIPO 2 COTRIEL PACOTE 1000 GRAMAS,ARROZ,BRANCO,TIPO 2,COTRIEL,,PACOTE,1KG
7896326000045,ARROZ BRANCO TIPO 2 COTRIEL PACOTE 5000 GRAMAS,ARROZ,BRANCO,TIPO 2,COTRIEL,,PACOTE,5KG
7896835400022,ARROZ BRANCO TIPO 2 COTRISUL PACOTE 5000 GRAMAS,ARROZ,BRANCO,TIPO 2,COTRISUL,,PACOTE,5KG
7898932363019,ARROZ BRANCO TIPO 2 CROZARIOL PACOTE 5000 GRAMAS,ARROZ,BRANCO,TIPO 2,CROZARIOL,,PACOTE,5KG
7897066111633,ARROZ BRANCO TIPO 2 DECOPA PACOTE 5000 GRAMAS,ARROZ,BRANCO,TIPO 2,DECOPA,,PACOTE,5KG
7896901200037,ARROZ BRANCO TIPO 2 DO PORTO PACOTE 5000 GRAMAS,ARROZ,BRANCO,TIPO 2,DO PORTO,,PACOTE,5KG
7898008920047,ARROZ BRANCO TIPO 2 DONA ZEZE PACOTE 5000 GRAMAS,ARROZ,BRANCO,TIPO 2,DONA ZEZE,,PACOTE,5KG
7898028870070,ARROZ BRANCO TIPO 2 DUBOM PACOTE 5000 GRAMAS,ARROZ,BRANCO,TIPO 2,DUBOM,,PACOTE,5KG
7897674200040,ARROZ BRANCO TIPO 2 ELIANA PACOTE 5000 GRAMAS,ARROZ,BRANCO,TIPO 2,ELIANA,,PACOTE,5KG
7896056600058,ARROZ BRANCO TIPO 2 ELO PACOTE 5000 GRAMAS,ARROZ,BRANCO,TIPO 2,ELO,,PACOTE,5KG
17896584300021,ARROZ BRANCO TIPO 2 FANTASTICO FARDO 6 X 5000 GRAMAS,ARROZ,BRANCO,TIPO 2,FANTASTICO,,FARDO,5KG
7896584300024,ARROZ BRANCO TIPO 2 FANTASTICO PACOTE 5000 GRAMAS,ARROZ,BRANCO,TIPO 2,FANTASTICO,,PACOTE,5KG
7896368010576,ARROZ BRANCO TIPO 2 FORTUNA PACOTE 1000 GRAMAS,ARROZ,BRANCO,TIPO 2,FORTUNA,,PACOTE,1KG
7896368010569,ARROZ BRANCO TIPO 2 FORTUNA PACOTE 5000 GRAMAS,ARROZ,BRANCO,TIPO 2,FORTUNA,,PACOTE,5KG
7896546140071,ARROZ BRANCO TIPO 2 FORTUNATO PACOTE 5000 GRAMAS,ARROZ,BRANCO,TIPO 2,FORTUNATO,,PACOTE,5KG
7897071389546,ARROZ BRANCO TIPO 2 FURSUL PACOTE 5000 GRAMAS,ARROZ,BRANCO,TIPO 2,FURSUL,,PACOTE,5KG
7897653400027,ARROZ BRANCO TIPO 2 GASPARZINHO PACOTE 5000 GRAMAS,ARROZ,BRANCO,TIPO 2,GASPARZINHO,,PACOTE,5KG
7898084604152,ARROZ BRANCO TIPO 2 GRAO DA TERRA PACOTE 5000 GRAMAS,ARROZ,BRANCO,TIPO 2,GRAO DA TERRA,,PACOTE,5KG
7896063700130,ARROZ BRANCO TIPO 2 GUACIRA PACOTE 1000 GRAMAS,ARROZ,BRANCO,TIPO 2,GUACIRA,,PACOTE,1KG
7896063700116,ARROZ BRANCO TIPO 2 GUACIRA PACOTE 5000 GRAMAS,ARROZ,BRANCO,TIPO 2,GUACIRA,,PACOTE,5KG
7898000610779,ARROZ BRANCO TIPO 2 IDEAL PACOTE 1000 GRAMAS,ARROZ,BRANCO,TIPO 2,IDEAL,,PACOTE,1KG
7898000610762,ARROZ BRANCO TIPO 2 IDEAL PACOTE 5000 GRAMAS,ARROZ,BRANCO,TIPO 2,IDEAL,,PACOTE,5KG
7896490500020,ARROZ BRANCO TIPO 2 IRACEMA PACOTE 5000 GRAMAS,ARROZ,BRANCO,TIPO 2,IRACEMA,,PACOTE,5KG
7896290300172,ARROZ BRANCO TIPO 2 KI PANELA PACOTE 5000 GRAMAS,ARROZ,BRANCO,TIPO 2,KI PANELA,,PACOTE,5KG
7897534000070,ARROZ BRANCO TIPO 2 KI PRAZER PACOTE 5000 GRAMAS,ARROZ,BRANCO,TIPO 2,KI PRAZER,,PACOTE,5KG
7898929533258,ARROZ BRANCO TIPO 2 KIGRAO PACOTE 5000 GRAMAS,ARROZ,BRANCO,TIPO 2,KIGRAO,,PACOTE,5KG
7897532000027,ARROZ BRANCO TIPO 2 KOMETUDO PACOTE 5000 GRAMAS,ARROZ,BRANCO,TIPO 2,KOMETUDO,,PACOTE,5KG
7896224600118,ARROZ BRANCO TIPO 2 LEVIESTI PACOTE 5000 GRAMAS,ARROZ,BRANCO,TIPO 2,LEVIESTI,,PACOTE,5KG
7896063700482,ARROZ BRANCO TIPO 2 LOUREN PACOTE 5000 GRAMAS,ARROZ,BRANCO,TIPO 2,LOUREN,,PACOTE,5KG
7897165800049,ARROZ BRANCO TIPO 2 MAROTTI PACOTE 5000 GRAMAS,ARROZ,BRANCO,TIPO 2,MAROTTI,,PACOTE,5KG
612070000042,ARROZ BRANCO TIPO 2 MEDIANEIRA PACOTE 1000 GRAMAS,ARROZ,BRANCO,TIPO 2,MEDIANEIRA,,PACOTE,1KG
612070000028,ARROZ BRANCO TIPO 2 MEDIANEIRA PACOTE 5000 GRAMAS,ARROZ,BRANCO,TIPO 2,MEDIANEIRA,,PACOTE,5KG
7897140100027,ARROZ BRANCO TIPO 2 MILANI PACOTE 5000 GRAMAS,ARROZ,BRANCO,TIPO 2,MILANI,,PACOTE,5KG
7897066792054,ARROZ BRANCO TIPO 2 PALMARES PACOTE 5000 GRAMAS,ARROZ,BRANCO,TIPO 2,PALMARES,,PACOTE,5KG
7897351150026,ARROZ BRANCO TIPO 2 PANELA DE FERRO PACOTE 5000 GRAMAS,ARROZ,BRANCO,TIPO 2,PANELA DE FERRO,,PACOTE,5KG
7897605700120,ARROZ BRANCO TIPO 2 PANELA DE OURO PACOTE 5000 GRAMAS,ARROZ,BRANCO,TIPO 2,PANELA DE OURO,,PACOTE,5KG
7896732400910,ARROZ BRANCO TIPO 2 PANELA GAUCHA PACOTE 5000 GRAMAS,ARROZ,BRANCO,TIPO 2,PANELA GAUCHA,,PACOTE,5KG
7897169100206,ARROZ BRANCO TIPO 2 PANTANENSE PACOTE 5000 GRAMAS,ARROZ,BRANCO,TIPO 2,PANTANENSE,,PACOTE,5KG
7896086419712,ARROZ BRANCO TIPO 2 PATEKO PACOTE 2000 GRAMAS,ARROZ,BRANCO,TIPO 2,PATEKO,,PACOTE,2KG
7896086419705,ARROZ BRANCO TIPO 2 PATEKO PACOTE 5000 GRAMAS,ARROZ,BRANCO,TIPO 2,PATEKO,,PACOTE,5KG
7896866800037,ARROZ BRANCO TIPO 2 PATINI PACOTE 5000 GRAMAS,ARROZ,BRANCO,TIPO 2,PATINI,,PACOTE,5KG
7896864400017,ARROZ BRANCO TIPO 2 PICININ PACOTE 5000 GRAMAS,ARROZ,BRANCO,TIPO 2,PICININ,,PACOTE,5KG
7896029461525,ARROZ BRANCO TIPO 2 PITANGUEIRA PACOTE 5000 GRAMAS,ARROZ,BRANCO,TIPO 2,PITANGUEIRA,,PACOTE,5KG
7896488400028,ARROZ BRANCO TIPO 2 PORTO FINO PACOTE 5000 GRAMAS,ARROZ,BRANCO,TIPO 2,PORTO FINO,,PACOTE,5KG
7897565300088,ARROZ BRANCO TIPO 2 PRAPANELA PACOTE 5000 GRAMAS,ARROZ,BRANCO,TIPO 2,PRAPANELA,,PACOTE,5KG
7896276020018,ARROZ BRANCO TIPO 2 RAROZ PACOTE 1000 GRAMAS,ARROZ,BRANCO,TIPO 2,RAROZ,,PACOTE,1KG
7896276020025,ARROZ BRANCO TIPO 2 RAROZ PACOTE 2000 GRAMAS,ARROZ,BRANCO,TIPO 2,RAROZ,,PACOTE,2KG
7896276020056,ARROZ BRANCO TIPO 2 RAROZ PACOTE 5000 GRAMAS,ARROZ,BRANCO,TIPO 2,RAROZ,,PACOTE,5KG
7897660600137,ARROZ BRANCO TIPO 2 REGENTAO PACOTE 5000 GRAMAS,ARROZ,BRANCO,TIPO 2,REGENTAO,,PACOTE,5KG
7897921200038,ARROZ BRANCO TIPO 2 RENDAO PACOTE 5000 GRAMAS,ARROZ,BRANCO,TIPO 2,RENDAO,,PACOTE,5KG
7896401300084,ARROZ BRANCO TIPO 2 ROLIM PACOTE 2000 GRAMAS,ARROZ,BRANCO,TIPO 2,ROLIM,,PACOTE,2KG
7896401300022,ARROZ BRANCO TIPO 2 ROLIM PACOTE 5000 GRAMAS,ARROZ,BRANCO,TIPO 2,ROLIM,,PACOTE,5KG
7896046400156,ARROZ BRANCO TIPO 2 ROSALITO PACOTE 2000 GRAMAS,ARROZ,BRANCO,TIPO 2,ROSALITO,,PACOTE,2KG
7896046400040,ARROZ BRANCO TIPO 2 ROSALITO PACOTE 5000 GRAMAS,ARROZ,BRANCO,TIPO 2,ROSALITO,,PACOTE,5KG
7898369540113,ARROZ BRANCO TIPO 2 SABOR DO VALE PACOTE 5000 GRAMAS,ARROZ,BRANCO,TIPO 2,SABOR DO VALE,,PACOTE,5KG
7896584300130,ARROZ BRANCO TIPO 2 SABOROSO PACOTE 5000 GRAMAS,ARROZ,BRANCO,TIPO 2,SABOROSO,,PACOTE,5KG
7897820300396,ARROZ BRANCO TIPO 2 SAO JOAQUIM PACOTE 5000 GRAMAS,ARROZ,BRANCO,TIPO 2,SAO JOAQUIM,,PACOTE,5KG
7896039403003,ARROZ BRANCO TIPO 2 SETE BELO PACOTE 5000 GRAMAS,ARROZ,BRANCO,TIPO 2,SETE BELO,,PACOTE,5KG
7896062699879,ARROZ BRANCO TIPO 2 SOLITO PACOTE 1000 GRAMAS,ARROZ,BRANCO,TIPO 2,SOLITO,,PACOTE,1KG
7896062699954,ARROZ BRANCO TIPO 2 SOLITO PACOTE 5000 GRAMAS,ARROZ,BRANCO,TIPO 2,SOLITO,,PACOTE,5KG
27896062699873,ARROZ BRANCO TIPO 2 SOLITO PACOTE FARDO 10 X 1000 GRAMAS,ARROZ,BRANCO,TIPO 2,SOLITO,,FARDO,1KG
17896062699951,ARROZ BRANCO TIPO 2 SOLITO PACOTE FARDO 6 X 5000 GRAMAS,ARROZ,BRANCO,TIPO 2,SOLITO,,FARDO,5KG
7897107800021,ARROZ BRANCO TIPO 2 SOUTINHO PACOTE 5000 GRAMAS,ARROZ,BRANCO,TIPO 2,SOUTINHO,,PACOTE,5KG
7896401100530,ARROZ BRANCO TIPO 2 SUPER MAXIMO PACOTE 5000 GRAMAS,ARROZ,BRANCO,TIPO 2,SUPER MAXIMO,,PACOTE,5KG
7896962801259,ARROZ BRANCO TIPO 2 TIETE PACOTE 5000 GRAMAS,ARROZ,BRANCO,TIPO 2,TIETE,,PACOTE,5KG
7896969112389,ARROZ BRANCO TIPO 2 TIO BELO PACOTE 5000 GRAMAS,ARROZ,BRANCO,TIPO 2,TIO BELO,,PACOTE,5KG
7896080100050,ARROZ BRANCO TIPO 2 TIO JOSE PACOTE 5000 GRAMAS,ARROZ,BRANCO,TIPO 2,TIO JOSE,,PACOTE,5KG
7896368000065,ARROZ BRANCO TIPO 2 TIO ROMAO PACOTE 5000 GRAMAS,ARROZ,BRANCO,TIPO 2,TIO ROMAO,,PACOTE,5KG
7898105461054,ARROZ BRANCO TIPO 2 TRADICAO PACOTE 5000 GRAMAS,ARROZ,BRANCO,TIPO 2,TRADICAO,,PACOTE,5KG
17896356800179,ARROZ BRANCO TIPO 2 TRIVIAL FARDO 6 X 5000 GRAMAS,ARROZ,BRANCO,TIPO 2,TRIVIAL,,FARDO,5KG
7896356800288,ARROZ BRANCO TIPO 2 TRIVIAL PACOTE 1000 GRAMAS,ARROZ,BRANCO,TIPO 2,TRIVIAL,,PACOTE,1KG
7896356800189,ARROZ BRANCO TIPO 2 TRIVIAL PACOTE 2000 GRAMAS,ARROZ,BRANCO,TIPO 2,TRIVIAL,,PACOTE,2KG
7896356800172,ARROZ BRANCO TIPO 2 TRIVIAL PACOTE 5000 GRAMAS,ARROZ,BRANCO,TIPO 2,TRIVIAL,,PACOTE,5KG
7898903576998,ARROZ BRANCO TIPO 2 UNISSUL PACOTE 5000 GRAMAS,ARROZ,BRANCO,TIPO 2,UNISSUL,,PACOTE,5KG
7897082400025,ARROZ BRANCO TIPO 2 VIOLEIRO PACOTE 5000 GRAMAS,ARROZ,BRANCO,TIPO 2,VIOLEIRO,,PACOTE,5KG
7896063700451,ARROZ BRANCO TIPO 2 XAPURI PACOTE 5000 GRAMAS,ARROZ,BRANCO,TIPO 2,XAPURI,,PACOTE,5KG
7897355000693,ARROZ BRANCO TIPO 2 YANO PACOTE 5000 GRAMAS,ARROZ,BRANCO,TIPO 2,YANO,,PACOTE,5KG
7897820300075,ARROZ BRANCO TIPO 3 ANITA QUEBRADO PACOTE 5000 GRAMAS,ARROZ,BRANCO,TIPO 3,ANITA QUEBRADO,,PACOTE,5KG
7896781700030,ARROZ BRANCO TIPO 3 CAPRICHO PACOTE 5000 GRAMAS,ARROZ,BRANCO,TIPO 3,CAPRICHO,,PACOTE,5KG
7897532000058,ARROZ BRANCO TIPO 3 CASILI PACOTE 5000 GRAMAS,ARROZ,BRANCO,TIPO 3,CASILI,,PACOTE,5KG
7898000610052,ARROZ BRANCO TIPO 3 CELEIRO PACOTE 5000 GRAMAS,ARROZ,BRANCO,TIPO 3,CELEIRO,,PACOTE,5KG
7896400650159,ARROZ BRANCO TIPO 3 DIVINO PACOTE 5000 GRAMAS,ARROZ,BRANCO,TIPO 3,DIVINO,,PACOTE,5KG
7897607400059,ARROZ BRANCO TIPO 3 DIVISA PACOTE 5000 GRAMAS,ARROZ,BRANCO,TIPO 3,DIVISA,,PACOTE,5KG
7898909348063,ARROZ BRANCO TIPO 3 DONA VAVA PACOTE 5000 GRAMAS,ARROZ,BRANCO,TIPO 3,DONA VAVA,,PACOTE,5KG
7896866800099,ARROZ BRANCO TIPO 3 GARFO DE OURO PACOTE 5000 GRAMAS,ARROZ,BRANCO,TIPO 3,GARFO DE OURO,,PACOTE,5KG
7898022800073,ARROZ BRANCO TIPO 3 GRAO DE OURO PACOTE 5000 GRAMAS,ARROZ,BRANCO,TIPO 3,GRAO DE OURO,,PACOTE,5KG
7897562100353,ARROZ BRANCO TIPO 3 JG PACOTE 5000 GRAMAS,ARROZ,BRANCO,TIPO 3,JG,,PACOTE,5KG
7896224600149,ARROZ BRANCO TIPO 3 MAIS EM CONTA PACOTE 5000 GRAMAS,ARROZ,BRANCO,TIPO 3,MAIS EM CONTA,,PACOTE,5KG
612070000073,ARROZ BRANCO TIPO 3 MOCINHA DO SUL PACOTE 5000 GRAMAS,ARROZ,BRANCO,TIPO 3,MOCINHA DO SUL,,PACOTE,5KG
7897169100510,ARROZ BRANCO TIPO 3 PANTANENSE PACOTE 5000 GRAMAS,ARROZ,BRANCO,TIPO 3,PANTANENSE,,PACOTE,5KG
7898369540120,ARROZ BRANCO TIPO 3 SABOR DO VALE PACOTE 5000 GRAMAS,ARROZ,BRANCO,TIPO 3,SABOR DO VALE,,PACOTE,5KG
7896353200050,ARROZ BRANCO TIPO 3 SALTINHO PACOTE 5000 GRAMAS,ARROZ,BRANCO,TIPO 3,SALTINHO,,PACOTE,5KG
7896415400121,ARROZ BRANCO TIPO 3 SAO LUCAS PACOTE 5000 GRAMAS,ARROZ,BRANCO,TIPO 3,SAO LUCAS,,PACOTE,5KG
7896700711123,ARROZ BRANCO TIPO 3 SOBRADINHO PACOTE 5000 GRAMAS,ARROZ,BRANCO,TIPO 3,SOBRADINHO,,PACOTE,5KG
7897140100034,ARROZ BRANCO TIPO 3 SUPINO PACOTE 5000 GRAMAS,ARROZ,BRANCO,TIPO 3,SUPINO,,PACOTE,5KG
7896864400055,ARROZ BRANCO TIPO 3 TIO TONI PACOTE 5000 GRAMAS,ARROZ,BRANCO,TIPO 3,TIO TONI,,PACOTE,5KG
7896397900572,ARROZ BRANCO TIPO 3 VITA BAIXO PADRAO PACOTE 5000 GRAMAS,ARROZ,BRANCO,TIPO 3,VITA BAIXO PADRAO,,PACOTE,5KG
7896063700512,ARROZ BRANCO TIPO 3 XAPURI PACOTE 5000 GRAMAS,ARROZ,BRANCO,TIPO 3,XAPURI,,PACOTE,5KG
7896062699930,ARROZ BRANCO TIPO 3 ZELIA PACOTE 5000 GRAMAS,ARROZ,BRANCO,TIPO 3,ZELIA,,PACOTE,5KG
7896326000083,ARROZ BRANCO TIPO 4 AGROJAC PACOTE 5000 GRAMAS,ARROZ,BRANCO,TIPO 4,AGROJAC,,PACOTE,5KG
7897066111657,ARROZ BRANCO TIPO 4 DECOPA PACOTE 5000 GRAMAS,ARROZ,BRANCO,TIPO 4,DECOPA,,PACOTE,5KG
7897082400049,ARROZ BRANCO TIPO 4 MARANA PACOTE 5000 GRAMAS,ARROZ,BRANCO,TIPO 4,MARANA,,PACOTE,5KG
7896401300039,ARROZ BRANCO TIPO 4 ROLINZITO PACOTE 5000 GRAMAS,ARROZ,BRANCO,TIPO 4,ROLINZITO,,PACOTE,5KG
7896356800301,ARROZ BRANCO TIPO 4 TRIVIAL PACOTE 5000 GRAMAS,ARROZ,BRANCO,TIPO 4,TRIVIAL,,PACOTE,5KG
7896006715115,ARROZ BRANCO TIPO 5 TCHE PACOTE 1000 GRAMAS,ARROZ,BRANCO,TIPO 5,TCHE,,PACOTE,1KG
7896006715153,ARROZ BRANCO TIPO 5 TCHE PACOTE 5000 GRAMAS,ARROZ,BRANCO,TIPO 5,TCHE,,PACOTE,5KG
17896006715259,ARROZ BRANCO TIPO 5 TCHE PACOTE FARDO 10 X 1000 GRAMAS,ARROZ,BRANCO,TIPO 5,TCHE,,FARDO,1KG
17896006715556,ARROZ BRANCO TIPO 5 TCHE PACOTE FARDO 6 X 5000 GRAMAS,ARROZ,BRANCO,TIPO 5,TCHE,,FARDO,5KG
7898333280076,ARROZ BRANCO TIPO AP SUDOESTE PACOTE 5000 GRAMAS,ARROZ,BRANCO,TIPO AP,SUDOESTE,,PACOTE,5KG
7898008920023,ARROZ BRANCO TIPO TINARELLI PACOTE 5000 GRAMAS,ARROZ,BRANCO,TIPO,TINARELLI,,PACOTE,5KG
7896356800271,ARROZ BRANCO TIPO UNICO ALEGRITO QUEBRADO PACOTE 5000 GRAMAS,ARROZ,BRANCO,TIPO UNICO,ALEGRITO,,PACOTE,5KG
17896356800278,ARROZ BRANCO TIPO UNICO ALEGRITO QUEBRADO PACOTE FARDO 6 X 5000 GRAMAS,ARROZ,BRANCO,TIPO UNICO,ALEGRITO,,FARDO,5KG
7897342300058,ARROZ BRANCO TIPO UNICO BANZE QUEBRADO PACOTE 5000 GRAMAS,ARROZ,BRANCO,TIPO UNICO,BANZE,,PACOTE,5KG
7896290300219,ARROZ BRANCO TIPO UNICO BEM SOLTO QUEBRADO PACOTE 5000 GRAMAS,ARROZ,BRANCO,TIPO UNICO,BEM SOLTO,,PACOTE,5KG
7896901200433,ARROZ BRANCO TIPO UNICO GRAO DE CAMPO MIX PACOTE 5000 GRAMAS,ARROZ,BRANCO,TIPO UNICO,GRAO DE CAMPO,MIX,PACOTE,5KG
7897080032303,ARROZ BRANCO TIPO UNICO LEDUAN PACOTE 5000 GRAMAS,ARROZ,BRANCO,TIPO UNICO,LEDUAN,,PACOTE,5KG
7897980300113,ARROZ BRANCO TIPO UNICO MINUANO QUEBRADO PACOTE 5000 GRAMAS,ARROZ,BRANCO,TIPO UNICO,MINUANO,,PACOTE,5KG
7896368000157,ARROZ BRANCO TIPO UNICO ROMAOZINHO PACOTE 5000 GRAMAS,ARROZ,BRANCO,TIPO UNICO,ROMAOZINHO,,PACOTE,5KG
7897355000136,ARROZ BRANCO TIPO UNICO TALITA PACOTE 5000 GRAMAS,ARROZ,BRANCO,TIPO UNICO,TALITA,,PACOTE,5KG
7898205020045,ARROZ BRANCO TIPO UNICO TERRA RICA RESIDUO PACOTE 5000 GRAMAS,ARROZ,BRANCO,TIPO UNICO,TERRA RICA,RESIDUO,PACOTE,5KG
7896907410126,ARROZ BRANCO TIPO UNICO TIO BEPYNHO QUEBRADO PACOTE 5000 GRAMAS,ARROZ,BRANCO,TIPO UNICO,TIO BEPYNHO,,PACOTE,5KG
7897674200255,ARROZ BRANCO TIPO UNICO VARSUL QUEBRADO PACOTE 5000 GRAMAS,ARROZ,BRANCO,TIPO UNICO,VARSUL,,PACOTE,5KG
7896063700574,ARROZ BRANDO TIPO 1 XAPURI PACOTE 2000 GRAMAS,ARROZ,BRANDO,TIPO 1,XAPURI,,PACOTE,2KG
3222472185338,ARROZ CAMARGUE CASINO PACOTE 1000 GRAMAS,ARROZ,CAMARGUE,,CASINO,,PACOTE,1KG
8012778000047,ARROZ CARNAROLI ACQERELLO ENVELHECIDO 15 ANOS CAIXA 500 GRAMAS,ARROZ,CARNAROLI,,ACQERELLO,ENVELHECIDO 15 ANOS,CAIXA,500G
8012778000016,ARROZ CARNAROLI ACQUERELLO LATA 250 GRAMAS,ARROZ,CARNAROLI,,ACQUERELLO,,LATA,250G
7896006793687,ARROZ CARNAROLI CAMIL CULINARIA ITALIANA FOOD SERVICE PACOTE 2000 GRAMAS,ARROZ,CARNAROLI,,CAMIL,CULINARIA ITALIANA,PACOTE,2KG
